Sonnet Number,Variation Number,Variation Text
55,2,"Not with marble nor with gilded lords' shrines
Shall these strong lines find rivalry in time,
But you shall brightly gleam in written designs
More than the filth of Time on unkempt stone.
When war's chaotic storms bring statues low,
And strife consumes the craft of stonemasonry,
Nor Mars' sharp sword nor war's swift flame shall know
To sear the vital record of your story.
Against the foe that brings oblivion near,
Your triumphant fame shall find a way,
In every age, enduring through the tear,
Of time, remaining in the light of day.
  Until the hour when you, in splendor, rise,
  You live in this, and dwell in lovers' eyes.

"
55,3,"Neither with marble nor with gilded kings' tombs
Shall this fierce verse discover equal fate,
But you shall thrive and gleam in written rooms
Beyond the reach of Time's uncleanly slate.
When war's tumultuous rage brings statues down,
And strife consumes the mason's artful might,
Nor Mars' fierce sword nor war's consuming crown
Shall touch the beating heart of your delight.
Against the tide of death and hateful spite,
Your everlasting praise shall carve a place,
A living tale that shines in endless light,
Through time, preserving your unmatched grace.
  Until the moment when you, in glory, rise,
  You live in this, and dwell in lovers' eyes."
56,1,"Dearest love, rekindle your vigor anew,
Lest it be said your ardor wanes too fast,
Sated today, but tomorrow's zest
Outshines today's, as the tide outlasts.
So let your love be ever-changing, sated now
Only to crave again, as sun gives way to moon,
In constant ebb and flow, waxing and waning, how
The tides of love remain forever in tune.
Like the seasons' change, as winter's care
Gives way to summer's bloom, so too, may love
Be born anew, more cherished and more rare.
Or name it hope, that springs from depths of glove,
  For love, like seasons, ebbs and flows, and thrives
  In constant change, and thus, forever lives.

"
56,2,"Sweet love, recharge thy spirit, let it not
Appear less keen than hunger's ravenous call,
Which sated by the day, returns once more
With sharpened appetite, its strength installed.
So let your love be ever-renewing, fed
By fleeting moments, as the sun gives light,
Tomorrow holds the promise of its bed,
Awakening love, from slumber's dulling night.
Let this space in between, like autumn's leave,
That drifts between the colors of the year,
Be but a pause, a breath, a moment's reprieve,
Awaiting love's return, and joy to bear.
  Or call it hope, that thrives in winter's care,
  And blooms in springtime's warmth, and summer's air.

"
56,3,"Dearest love, rekindle now your fire,
Lest it be thought your passion fades too fast,
Sated by day, but sharpened by the night,
A cycle ever-changing, as love's past.
So let your love be ever-shifting, fed
By fleeting instances, as stars give way,
Tomorrow holds the promise of its bed,
Awakening love, from slumber's dulling sway.
Let this space in between, like twilight's hue,
That lingers between the day and night,
Be but a pause, a breath, a moment true,
Awaiting love's return, and stars' bright light.
  Or call it hope, that thrives in darkness' care,
  And shines in light of day, and moonlit air."
57,1,"In service to you, how else should I act
But mark the moments of your heart's content?
No moments of mine left unaccounted for,
Nor deeds to offer till your wishes are spent.
I'll not reproach the ceaseless march of time,
While watching over the clock for your sake,
Nor find the taste of solitude a crime,
When you, my liege, have taken your leave.
I'll not let envy taint my thoughts of where
You wander or the tasks in which you're engaged,
But, like a mournful servant, dwell in air
Where memories of your joy are fully caged.
  So deep a devotee is love, it sees
  No wrong in you, though you may stray with ease.

"
57,2,"Bound to your side, what choice have I but wait
And heed the rhythm of your deepest needs?
My time is not my own, but yours to dictate,
My actions merely echoes of your deeds.
I cannot frown upon the endless flow
Of hours, while vigilant for your return,
Nor find the sting of loneliness to grow
When you command my absence to discern.
No room for doubt or questioning remains,
As to your whereabouts or what you do,
For I, your loyal subject, shall remain
And ponder on the bliss your presence imbues.
  Such pure a worshipper is love, it grants
  You freedom, yet still adores your bounds.

"
57,3,"Devoted to your cause, what else can I do
But track the tides of your unwavering wish?
My time and tasks are bound to serve anew,
My purpose but to grant your heart's sole wish.
I'll not rebuke the steady march of time,
While keeping watch for your arrival's call,
Nor find the taste of solitude a crime,
When you, my master, bid me stand tall.
Unyielding to the whispers of mistrust,
I'll not inquire where you may wander or roam,
For I, your faithful servant, shall adjust
My world to orbit wherever you comb.
  So steadfast a follower is love, it bends
  To every whim, each twist and turn it lends."
58,1,"He who decreed, once made me subject to thee,
I ought not in mind, manage thy delight's hour,
Nor at thy touch, petition for moments' decree,
Ensnared as I am, in thine every dower.
Grant me the strength, to bear thy whimsical lead,
The captive's absence in thy liberty's cell,
With forbearance, I'll endure, each pause and thread,
Without reproach, thy freedom I'd never quell.
Roam where thou desireth, thy right so immense,
That thou thyself, may grant thine hours' own reign,
In thine hands, lies pardon, from transgression's sense,
By my will, I'm bound, to suffer no complaint.
  I'll wait, though torment, be the companion of waiting,
  Not fault thy pleasure, whatever its dictating.

"
58,2,"The powers, that shaped me, your devoted thrall,
I must not dare, to question thy leisure's span,
Nor at thy side, plead for the reckoning of all,
Bound to serve, at thy command and plan.
Oh, let me endure, the pangs of waiting game,
The captive's distance, in your liberty's cage,
With restraint, I'll face, each halt and claim,
Without resentment, your freedom's every gauge.
Wander where thou wishest, thy rule so vast,
That thou mayest choose, thy time's own domain,
In thine authority, resides absolution's past,
By my choice, I'm fettered, to bear thy disdain.
  I'm doomed to bide, while hope and anguish, both abide,
  Not judge thy pleasure, be it right or misguided.

"
58,3,"The forces, that cast me, in your servile role,
I ought not dream, to rule thy joy's allotted share,
Nor at thy call, request the tally of control,
Ensnared in thine embrace, I am thy debtor, aware.
Give me the fortitude, to face thy fleeting will,
The captive's solitude, in liberty's own fort,
With forbearance, I'll abide, each ebb and swell,
Without reproach, thy freedom's shifting sort.
Roam at thy pleasure, thy space so wide,
That thou thyself, may grant time's own boon,
In thine own hand, lies pardon, far and wide,
By my decision, I'm confined, to accept thy boon.
  I must await, though torment, be the only mate,
  Not find fault in thy pleasure, come what may or fate."
59,1,"If innovation is but what once was,
And thoughts we seek are but rehashed ideals,
How taxing for the mind, in tireless cause,
To labor, birth new ideas, and reveal
The weight of wisdom from the past once more,
A burden heavy on the shoulders' bend.
If ancient texts could open up their door,
Reveal five centuries of tales unend,
Might I within their pages find your face,
A timeless beauty, etched in history?
Would we appear improved, or they efface
Our progress, trapped in stagnant mystery?
In certainty, I'd wager, wiser heads
Praised lesser subjects in their ancient threads.

"
59,2,"In this realm where naught is truly new,
Only reused, refashioned from the old,
Our minds, bewitched, create anew
The patterns worn by time untold.
Oh, to peruse a chronicle of yore,
A record spanning suns innumerable,
To glimpse your form in tales of lore,
The first imprint of your inimitable fable.
Might I discern the musings of the past,
Alike or different, in your visage cast?
Are we the better, or are they the last,
In this eternal cycle, ever to outlast?
I'll stake my claim, the ancients' minds,
In praise of lesser things, left humankind.

"
59,3,"If every thought's but a revisited past,
And innovation's but a fleeting ghost,
How heavy lies the laborer's task at last,
To summon thoughts that others may have boasted.
If records could, with backward glance, unfurl
The tapestry of centuries long stitched,
Reveal five hundred cycles of the sun's whirl,
Might I discover your familiar visage sketched?
In ancient annals, could I trace your grace,
The first imprint of your form's embrace?
Would we find revolution's steady pace,
Or progress lost in time's unending chase?
I'd wager, yes, the ancients' wiser minds,
In praise of lesser things, they left us kind."
